#    L    TT             EE             BB             TE          
   374   0.177250E+04   0.186007E+02   0.193807E-04   0.460240E+02
   375   0.175819E+04   0.186733E+02   0.193955E-04   0.443415E+02
   376   0.174436E+04   0.187432E+02   0.194126E-04   0.426487E+02
   377   0.173094E+04   0.188091E+02   0.194319E-04   0.409487E+02
   378   0.171784E+04   0.188716E+02   0.194530E-04   0.392383E+02
   379   0.170515E+04   0.189316E+02   0.194758E-04   0.375219E+02
   380   0.169293E+04   0.189890E+02   0.195001E-04   0.357971E+02
   381   0.168105E+04   0.190401E+02   0.195257E-04   0.340670E+02
   382   0.166949E+04   0.190901E+02   0.195522E-04   0.323320E+02
   383   0.165842E+04   0.191360E+02   0.195796E-04   0.305907E+02
   384   0.164782E+04   0.191779E+02   0.196076E-04   0.288467E+02
   385   0.163748E+04   0.192180E+02   0.196359E-04   0.270984E+02
   386   0.162762E+04   0.192540E+02   0.196645E-04   0.253479E+02
   387   0.161809E+04   0.192860E+02   0.196929E-04   0.235951E+02
   388   0.160896E+04   0.193146E+02   0.197211E-04   0.218416E+02
   389   0.160024E+04   0.193378E+02   0.197488E-04   0.200870E+02
   390   0.159193E+04   0.193606E+02   0.197758E-04   0.183337E+02
   391   0.158402E+04   0.193787E+02   0.198019E-04   0.165801E+02
   392   0.157644E+04   0.193950E+02   0.198269E-04   0.148289E+02
   393   0.156934E+04   0.194065E+02   0.198504E-04   0.130794E+02
