#    L    TT             EE             BB             TE          
   294   0.572749E+04   0.106720E+02   0.276065E-02   0.155889E+03
   295   0.568328E+04   0.108986E+02   0.273731E-02   0.156646E+03
   296   0.563872E+04   0.111279E+02   0.271382E-02   0.157362E+03
   297   0.559405E+04   0.113578E+02   0.269021E-02   0.158035E+03
   298   0.554912E+04   0.115904E+02   0.266648E-02   0.158650E+03
   299   0.550415E+04   0.118249E+02   0.264267E-02   0.159215E+03
   300   0.545899E+04   0.120600E+02   0.261879E-02   0.159730E+03
   301   0.541374E+04   0.122971E+02   0.259486E-02   0.160202E+03
   302   0.536845E+04   0.125354E+02   0.257090E-02   0.160630E+03
   303   0.532307E+04   0.127755E+02   0.254692E-02   0.161001E+03
   304   0.527760E+04   0.130176E+02   0.252294E-02   0.161313E+03
   305   0.523211E+04   0.132601E+02   0.249896E-02   0.161582E+03
   306   0.518653E+04   0.135037E+02   0.247501E-02   0.161801E+03
   307   0.514094E+04   0.137484E+02   0.245110E-02   0.161962E+03
   308   0.509534E+04   0.139956E+02   0.242723E-02   0.162088E+03
   309   0.504981E+04   0.142424E+02   0.240343E-02   0.162148E+03
   310   0.500421E+04   0.144895E+02   0.237970E-02   0.162166E+03
   311   0.495869E+04   0.147390E+02   0.235607E-02   0.162125E+03
   312   0.491324E+04   0.149880E+02   0.233254E-02   0.162043E+03
   313   0.486780E+04   0.152379E+02   0.230913E-02   0.161902E+03
   314   0.482245E+04   0.154887E+02   0.228585E-02   0.161719E+03
   315   0.477719E+04   0.157390E+02   0.226271E-02   0.161479E+03
   316   0.473202E+04   0.159901E+02   0.223974E-02   0.161188E+03
   317   0.468695E+04   0.162405E+02   0.221694E-02   0.160848E+03
   318   0.464197E+04   0.164925E+02   0.219432E-02   0.160458E+03
   319   0.459717E+04   0.167439E+02   0.217191E-02   0.160018E+03
   320   0.455255E+04   0.169952E+02   0.214970E-02   0.159535E+03
   321   0.450804E+04   0.172473E+02   0.212773E-02   0.158995E+03
   322   0.446371E+04   0.174978E+02   0.210600E-02   0.158406E+03
   323   0.441957E+04   0.177483E+02   0.208452E-02   0.157767E+03
   324   0.437563E+04   0.179995E+02   0.206331E-02   0.157071E+03
   325   0.433195E+04   0.182476E+02   0.204238E-02   0.156340E+03
   326   0.428840E+04   0.184970E+02   0.202175E-02   0.155545E+03
   327   0.424512E+04   0.187456E+02   0.200143E-02   0.154708E+03
   328   0.420212E+04   0.189925E+02   0.198143E-02   0.153829E+03
   329   0.415933E+04   0.192392E+02   0.196177E-02   0.152893E+03
